"population","meanagegap","sdagegap","eyecap","transmission","Y35.mean","Y35.low","Y35.high"
100,10,5,300,0,0.0014144835335136,0,0.00741302477369864
100,10,5,300,1,0.0218288722283705,0,0.0529031405474201
100,1,1,1000,0,0.00128757795420946,0,0.00622303177568801
100,1,1,1000,1,0.0113656642472042,0,0.027152215887851
100,1,1,300,0,0.000393897387074116,0,0.00187747891897774
100,1,1,300,1,0.00443443245875009,0,0.0157632595849056
100,1,2,1000,0,0.00203124017638664,0,0.00977792589210739
100,1,2,1000,1,0.011977587369769,0.00121231919827583,0.0278434755119938
100,1,2,300,0,0.00103380007340446,0,0.00571617312329631
100,1,2,300,1,0.0152559059008459,0,0.0376441880719416
100,1,3,1000,0,0.00180890947250996,0,0.00762637822231124
100,1,3,1000,1,0.0160993445468634,0,0.0378497972479925
100,1,3,300,0,0.00104466222641122,0,0.00544619613892846
100,1,3,300,1,0.0145794975271234,0,0.0354135438984472
100,1,5,1000,0,0.00132908910018056,0,0.00596318946946506
100,1,5,1000,1,0.0252508590952348,0.00690771618740035,0.0620442382292379
100,1,5,300,0,0.00140844322497196,0,0.00649178807490407
100,1,5,300,1,0.0188550792887539,0,0.0457362491340289
100,2,1,1000,0,0.000394551779592017,0,0.00189931418291471
100,2,1,1000,1,0.00719105767315673,0,0.0225274980726875
100,2,1,300,0,0.000256558271761266,0,0.00117155655111358
100,2,1,300,1,0.00404797535809198,0,0.0140296150136299
100,2,2,1000,0,0.0009317328111437,0,0.00500995928710053
100,2,2,1000,1,0.0175230072590299,0,0.0436850844286325
100,2,2,300,0,0.000940454188988396,0,0.0058193701522995
100,2,2,300,1,0.0134024788812852,0,0.0332268467470433
100,2,3,1000,0,0.000446304178955266,0,0.00237711562855968
100,2,3,1000,1,0.0196650526081403,0,0.0442871951274062
100,2,3,300,0,0.0022199260058425,0,0.00858320792378835
100,2,3,300,1,0.0166714734365503,0,0.0456182650150911
100,2,5,1000,0,0.000684628806787797,0,0.00333849624353508
100,2,5,1000,1,0.0186530006833921,0,0.0444687844669649
100,2,5,300,0,0.000841275370224786,0,0.00518710950793233
100,2,5,300,1,0.0229104735803299,0,0.0524971789848227
100,5,1,1000,0,0.000288105772904933,0,0.00207029444975071
100,5,1,1000,1,0.00497849674615164,0,0.0138131212515436
100,5,1,300,0,0.000494536668238446,0,0.00298627471289888
100,5,1,300,1,0.00417468507063074,0,0.0119416853780292
100,5,2,1000,0,0.00104000616069219,0,0.00604415761781767
100,5,2,1000,1,0.010868353055457,0,0.0293620599108082
100,5,2,300,0,0.00384917511210105,0,0.0127151263749606
100,5,2,300,1,0.0170776927090114,0,0.0491271785541397
100,5,3,1000,0,0.000749050467876767,0,0.00454277150721049
100,5,3,1000,1,0.0198758482532718,0,0.0454171333768226
100,5,3,300,0,0.00137437636617335,0,0.00604525799273716
100,5,3,300,1,0.0154848285856186,0,0.0403262019660486
100,5,5,1000,0,0.000613287320807308,0,0.00372517286335026
100,5,5,1000,1,0.0218818369535541,0,0.0522232935119895
100,5,5,300,0,0.000891746841929219,0,0.00510092903890837
100,5,5,300,1,0.0210102761080785,0.00106905170963997,0.0406127412528189
2000,0,1,1000,0,0.000759619867393141,0.000203857748962604,0.00141423679897747
2000,0,1,1000,1,0.0207264200033148,0.0142372444299989,0.0263990856827699
2000,0,1,300,0,0.000742164685191162,0.00014431765384903,0.00143667082025891
2000,0,1,300,1,0.0186012492718897,0.0125847675785234,0.0236207246564953
2000,0,2,1000,0,0.000852176593522149,0.000197857589299375,0.00166545132160723
2000,0,2,1000,1,0.0252031882531817,0.0198936248137246,0.0310075716073893
2000,0,2,300,0,0.000807700207148035,0.000255273920595466,0.00137349664444903
2000,0,2,300,1,0.0228684212524929,0.0175863407008423,0.0282700533824051
2000,0,3,1000,0,0.00081880112930308,0.000339776785779656,0.00149809465914467
2000,0,3,1000,1,0.0251554912914429,0.0211904368017143,0.0306440485528017
2000,0,3,300,0,0.000880193248342788,0.0001995190499731,0.00160992410186339
2000,0,3,300,1,0.0234401100442437,0.019369128845263,0.0294751240676001
2000,0,5,1000,0,0.000778142391139414,0.000204194844238775,0.00146461636517541
2000,0,5,1000,1,0.0278156834916184,0.0220777083162836,0.0344800403902271
2000,0,5,300,0,0.000984670498724239,0.000327924269108451,0.00206574380189702
2000,0,5,300,1,0.0231710110176766,0.0188184889624568,0.0276551518038949
2000,10,1,1000,0,0.000977266584569579,0.000296365182813533,0.00178723331131173
2000,10,1,1000,1,0.0158804185992515,0.0117469629508656,0.0215459198183919
2000,10,1,300,0,0.000657758459893915,0.000191746884861317,0.0014633309634371
2000,10,1,300,1,0.0140784350667324,0.0109143317068476,0.0176265593404817
2000,10,2,1000,0,0.00141542212607185,0.000384777113526293,0.00261627941099746
2000,10,2,1000,1,0.014130584761911,0.0104905661503383,0.0166991240602196
2000,10,2,300,0,0.00129313285497388,0.000474806648824494,0.00248694780922626
2000,10,2,300,1,0.0118623378586276,0.0086553598007106,0.0158975679534781
2000,10,3,1000,0,0.000921449770280348,0.000201616981375275,0.00201788027674296
2000,10,3,1000,1,0.0188266214252998,0.0143537369863783,0.0232277825414755
2000,10,3,300,0,0.0013340576341561,0.000471584077005154,0.00231735539941702
2000,10,3,300,1,0.0152145619196061,0.011784850256448,0.0187180286845716
2000,10,5,1000,0,0.00112913251571768,0.000252277073708469,0.00191812210033482
2000,10,5,1000,1,0.0203537886084185,0.0160932192111302,0.0242526974342788
2000,10,5,300,0,0.00109634716737486,0.000288449032339549,0.00193597181130258
2000,10,5,300,1,0.0205445293583429,0.0160186817363211,0.0247312121731186
200,0,1,1000,0,0.00073092908636575,0,0.00284395645030694
200,0,1,1000,1,0.0144140359253784,0.00116209689519923,0.0306377914287601
2000,1,1,1000,0,0.000764492223570369,0.000252395059256976,0.00140985897216435
2000,1,1,1000,1,0.0192681387653143,0.0127608059118504,0.0243450010253831
2000,1,1,300,0,0.000571582496814574,0.000199514002809886,0.0011255601268608
2000,1,1,300,1,0.0190378423225042,0.0143585061338929,0.0259569519220521
2000,1,2,1000,0,0.000938694253244307,0.000398442140609536,0.00183145834147822
2000,1,2,1000,1,0.0243471004506297,0.0199791340447658,0.029582215389405
2000,1,2,300,0,0.000730368547114997,0.000292261557651281,0.00131477162217742
2000,1,2,300,1,0.0226732008083471,0.0182244439073536,0.0272048150749113
200,0,1,300,0,0.000548721651586934,0,0.00189810808526808
200,0,1,300,1,0.0092999628521254,0,0.023276511862921
2000,1,3,1000,0,0.00106259841435108,0.000394205145010088,0.00171136193853698
2000,1,3,1000,1,0.0231894851510242,0.0181865425610392,0.0284895168827183
2000,1,3,300,0,0.000692393899402954,0.000246409978292019,0.00142086826632709
2000,1,3,300,1,0.0244564026325525,0.0197451027249863,0.0311608922813043
2000,1,5,1000,0,0.000800782501418215,0.000203136749263608,0.00167752972068819
2000,1,5,1000,1,0.0271346098143125,0.0226150142724742,0.0334593292802925
2000,1,5,300,0,0.000912705980482745,0.000383484725343051,0.0018489669814227
2000,1,5,300,1,0.0238109997364637,0.0200048437886183,0.0286007837121044
200,0,2,1000,0,0.0011236915155613,0,0.00389277339309985
200,0,2,1000,1,0.0192636251212981,0,0.0388291166660022
2000,2,1,1000,0,0.000927884718574704,0.00043440890731943,0.0016265584433015
2000,2,1,1000,1,0.0202996027775812,0.0153191758358856,0.0271990034196814
2000,2,1,300,0,0.000585108520299757,0.000148511257820966,0.00111651415372539
2000,2,1,300,1,0.0168767870607699,0.0120786516289287,0.0220249223081222
2000,2,2,1000,0,0.00120438278240828,0.000386222950967998,0.00212531480181185
2000,2,2,1000,1,0.0228402099891602,0.0187022823189651,0.0273238985576233
2000,2,2,300,0,0.000798931498133024,0.000198155070194267,0.00157765045965666
2000,2,2,300,1,0.0230459868107919,0.0190088810957092,0.0287763673446156
200,0,2,300,0,0.000845599793642776,0,0.00299091979297349
200,0,2,300,1,0.0191919835802901,0.00627192098947012,0.0372716087956368
2000,2,3,1000,0,0.00116123552988781,0.000246543202874649,0.00232098473653519
2000,2,3,1000,1,0.022216111278842,0.0176111095821865,0.0269272043328166
2000,2,3,300,0,0.00110872722942037,0.00049341958514497,0.00197197583753996
2000,2,3,300,1,0.0213421779452735,0.0171963644523232,0.0264067290105739
2000,2,5,1000,0,0.000995529669644745,0.000299238152529437,0.00165765786661374
2000,2,5,1000,1,0.0232581036562466,0.0179552516903043,0.0292915872364051
2000,2,5,300,0,0.000846309291742493,0.000346525002210414,0.00151877472599522
2000,2,5,300,1,0.024848338675599,0.0200324037232889,0.0295545368728567
200,0,3,1000,0,0.000751018311311276,0,0.00304712234902676
200,0,3,1000,1,0.0236304557398605,0.00825025285150192,0.0420838080299458
200,0,3,300,0,0.000980049381825966,0,0.00402479656641183
200,0,3,300,1,0.0217680901794791,0.000533709539132868,0.0424038047937156
200,0,5,1000,0,0.00145387933364227,0,0.0061249115657551
200,0,5,1000,1,0.0243642835147576,0.0077522360423871,0.0537539962998553
2000,5,1,1000,0,0.000849504175216312,0.000252517469080942,0.00163736193553979
2000,5,1,1000,1,0.0199927263438546,0.0152395216726215,0.0254563895581817
2000,5,1,300,0,0.000390007764121258,9.84523428723271e-05,0.000853503785214445
2000,5,1,300,1,0.0152322048363191,0.0101776546084578,0.020120833099613
2000,5,2,1000,0,0.000945580115169553,0.000346120689494353,0.00168215879122364
2000,5,2,1000,1,0.021518549482141,0.0167111576583268,0.0266088793519738
2000,5,2,300,0,0.00114884739626187,0.000376128352115009,0.0022072534359646
2000,5,2,300,1,0.0176367151598273,0.0141435916792581,0.0221644730031575
200,0,5,300,0,0.00293234998867968,0,0.00896424775721404
200,0,5,300,1,0.0215291284920019,0,0.0487800832521689
2000,5,3,1000,0,0.000835064076029986,0.000196766071038029,0.00155181597202308
2000,5,3,1000,1,0.0224874351243814,0.0178556764358797,0.0283536707643043
2000,5,3,300,0,0.000811960136910603,0.000300177206336752,0.00162200839732465
2000,5,3,300,1,0.0214323727839224,0.0178885163381959,0.0258514468063758
2000,5,5,1000,0,0.000920463558617754,0.000297419567406865,0.00158567627135669
2000,5,5,1000,1,0.0239215908387907,0.0188585928700123,0.0286557991762938
2000,5,5,300,0,0.00109092699853492,0.00043301282288686,0.00194451707380421
2000,5,5,300,1,0.0209016403729371,0.0163653937349905,0.0243649272852564
200,10,1,1000,0,0.000630750123823557,0,0.00316943112142477
200,10,1,1000,1,0.0119508911043742,0,0.0263798297146158
200,10,1,300,0,0.000530166672956126,0,0.00250492548917918
200,10,1,300,1,0.0118969084528611,0,0.0269256141133643
200,10,2,1000,0,0.000956341546278664,0,0.00503447499628527
200,10,2,1000,1,0.0169516012722986,0.000932548090762725,0.0380380042621346
200,10,2,300,0,0.000518670008308217,0,0.00248577142608308
200,10,2,300,1,0.0141683817105219,0,0.0291139256757871
200,10,3,1000,0,0.000854385828584565,0,0.00452919289238909
200,10,3,1000,1,0.0178809016553577,0.00310315808350887,0.0406926064761375
200,10,3,300,0,0.00202882738612614,0,0.00580277727504242
200,10,3,300,1,0.0166916994428261,0.00501700721274349,0.0383915249263381
200,10,5,1000,0,0.0013626851362852,0,0.00514500859629396
200,10,5,1000,1,0.0210070109500261,0.0023945574844796,0.041471930230494
200,10,5,300,0,0.00103341439514318,0,0.00372908055606282
200,10,5,300,1,0.0224273259008381,0.00701071709983366,0.0416440304209746
200,1,1,1000,0,0.000515932593193668,0,0.00246210038735786
200,1,1,1000,1,0.012139615279023,0,0.0248890616023526
200,1,1,300,0,0.000375182529606689,0,0.00159378788970595
200,1,1,300,1,0.00441791670931448,0,0.0122333692763005
200,1,2,1000,0,0.000414189546579149,0,0.00192872967562258
200,1,2,1000,1,0.0209011192373988,0.000488696141232585,0.0416894082353415
200,1,2,300,0,0.000445982650247828,0,0.00158368475515216
200,1,2,300,1,0.017321738119766,0,0.0367651787145968
200,1,3,1000,0,0.00156308981464017,0,0.00605308955439091
200,1,3,1000,1,0.022133146870339,0.00629277076965129,0.0417826601849462
200,1,3,300,0,0.000703261842377498,0,0.00261519056909392
200,1,3,300,1,0.0234674642631339,0.00163001198407914,0.0446913064079259
200,1,5,1000,0,0.00085247640128193,0,0.0033613955955496
200,1,5,1000,1,0.0228443142228419,0,0.0430273945255926
200,1,5,300,0,0.000754474266452744,0,0.00342432193542047
200,1,5,300,1,0.0243312385896479,0,0.049452965141349
200,2,1,1000,0,0.000803923534847551,0,0.00286276742036071
200,2,1,1000,1,0.0107281449591108,0.000495517504566213,0.0226572054595735
200,2,1,300,0,0.000245624932955375,0,0.00158537022130449
200,2,1,300,1,0.00844076161198807,0,0.0216552854927785
200,2,2,1000,0,0.000909908363838444,0,0.00351892453094106
200,2,2,1000,1,0.0216984474848003,0.00508168656068945,0.0376604522488249
200,2,2,300,0,0.00079611417233897,0,0.00295741287054429
200,2,2,300,1,0.0190636296195371,0.0064122928991313,0.0377164154529233
200,2,3,1000,0,0.00068659096781666,0,0.00266784472544551
200,2,3,1000,1,0.0239576553736838,0.00572191354387059,0.0459737508710054
200,2,3,300,0,0.0012316239825247,0,0.00458973562574434
200,2,3,300,1,0.0197891192346362,0.00633308757145477,0.0400408763068009
200,2,5,1000,0,0.000708696279808609,0,0.00329262962634305
200,2,5,1000,1,0.0250995635572232,0.00144800879156525,0.0454530785415853
200,2,5,300,0,0.000864222569684153,0,0.00344276794631541
200,2,5,300,1,0.0228380211595964,0,0.0452596197030972
200,5,1,1000,0,0.000935866985872281,0,0.0033931241909043
200,5,1,1000,1,0.0129803841234901,0.000636501743540949,0.0306450920371285
200,5,1,300,0,0.000431019656825927,0,0.0020879495000368
200,5,1,300,1,0.0118021515463375,0.00107448482422146,0.027286582846716
200,5,2,1000,0,0.00097651003763447,0,0.00443432704054765
200,5,2,1000,1,0.0186686038271425,0.00264871143620693,0.0385371949535227
200,5,2,300,0,0.000477738036880625,0,0.00246271235616105
200,5,2,300,1,0.0184717589458718,0,0.0343176297099644
200,5,3,1000,0,0.000730211803671987,0,0.00279654035789552
200,5,3,1000,1,0.0213148901806054,0.00737496075511728,0.0391443120671103
200,5,3,300,0,0.00133430863659399,0,0.00508472564117081
200,5,3,300,1,0.0182137324423265,0.00389508937171732,0.035873818332067
200,5,5,1000,0,0.000619829828059533,0,0.00240553011480522
200,5,5,1000,1,0.0267911852056904,0,0.0461549553403404
200,5,5,300,0,0.00065755411503772,0,0.0030305426600607
200,5,5,300,1,0.0263251679638409,0.00198391725257909,0.0430312143166479
3000,0,1,1000,1,0.0219593470028792,0.0162048122742948,0.0272829532552003
3000,0,1,300,1,0.01779701228756,0.0141456343298586,0.0217655059380906
3000,0,2,1000,1,0.0250071692146876,0.0209945417760994,0.0291900771032055
3000,0,2,300,1,0.022809356490058,0.0192302433071153,0.0272779631135571
3000,0,3,1000,1,0.0259014384553395,0.0215692554883149,0.0305791419030708
3000,0,3,300,1,0.0221614728389924,0.0186179607087301,0.0255704954034745
3000,0,5,1000,1,0.0246020544847966,0.0202229123670885,0.0294281908637831
3000,0,5,300,1,0.0267997424158145,0.0233986817566072,0.0306087518554361
3000,10,1,1000,1,0.0153347399525204,0.0119231473814926,0.0192182358626724
3000,10,1,300,1,0.0120666089811502,0.0093379163366313,0.015580728638577
3000,10,2,1000,1,0.0151747748596496,0.0127193701578474,0.0182322939498162
3000,10,2,300,1,0.0157075351956058,0.012933005415816,0.0199513305888081
3000,10,3,1000,1,0.01787270757726,0.0143305400457601,0.0211009064368385
3000,10,3,300,1,0.0176535017154794,0.0148411788553075,0.021059809250575
3000,10,5,1000,1,0.0228527084668719,0.0193446033350869,0.0269025857446003
3000,10,5,300,1,0.0194008184810672,0.0160023407310654,0.0225646983976361
3000,1,1,1000,1,0.0194070693892562,0.0142135258390892,0.024683690692135
3000,1,1,300,1,0.0178722522116437,0.0133827082448704,0.0218031952157806
3000,1,2,1000,1,0.0243766885167265,0.0202930443211366,0.0289068616059637
3000,1,2,300,1,0.0222344754969976,0.018366672765923,0.0263004484974761
3000,1,3,1000,1,0.0252756227673252,0.0211095431972256,0.0297606048973553
3000,1,3,300,1,0.0240581192644469,0.0194679764261629,0.028655423383475
3000,1,5,1000,1,0.0255039051549414,0.0212079579489378,0.029360033591463
3000,1,5,300,1,0.0245985656704119,0.0201845208109135,0.0295566549851525
3000,2,1,1000,1,0.02051173410508,0.016587355949174,0.0249538119725932
3000,2,1,300,1,0.0201177352764952,0.0163440099140005,0.0243523465213163
3000,2,2,1000,1,0.0240390654515742,0.0198797562630255,0.0279519589318782
3000,2,2,300,1,0.0216829039497151,0.0180089456280204,0.0254770826567212
3000,2,3,1000,1,0.0237243891361349,0.0198475613469706,0.027623139420172
3000,2,3,300,1,0.0239887043529108,0.0203117698224106,0.0299811934933309
3000,2,5,1000,1,0.0249353159203128,0.0209933652921087,0.0295075330390486
3000,2,5,300,1,0.0219439775539909,0.0185658731723659,0.0255957377110985
3000,5,1,1000,1,0.0190287166800841,0.0151077335479276,0.022533167757928
3000,5,1,300,1,0.0156524843637092,0.0117102252897649,0.0192520106427592
3000,5,2,1000,1,0.0199853352870815,0.0161926989966598,0.0240064034414918
3000,5,2,300,1,0.0226610458109171,0.0191248390833049,0.0263689641256806
3000,5,3,1000,1,0.0245810787037233,0.0209723504324599,0.0290218167087771
3000,5,3,300,1,0.0190154478283287,0.015673924166767,0.0228098574767164
3000,5,5,1000,1,0.0212745860371975,0.0179495610378438,0.0251542227121777
3000,5,5,300,1,0.0216114398948962,0.0181762304357984,0.0255584630374245
4000,0,1,1000,0,0.00101470800882035,0.000485789846714688,0.00155480054396986
4000,0,1,1000,1,0.0225516649602415,0.0182487112632725,0.0264954899350474
4000,0,1,300,0,0.000580998166288264,0.000268335572397933,0.00101936070262049
4000,0,1,300,1,0.0181285349465762,0.0149896573087137,0.022545829567541
4000,0,2,1000,0,0.00107759316922952,0.000537109466977757,0.00171498920736907
4000,0,2,1000,1,0.0242227755069851,0.0212376941700584,0.0282213493221253
4000,0,2,300,0,0.000907103192160796,0.000425472330862672,0.00147555657506852
4000,0,2,300,1,0.0219286892342934,0.0192813354034039,0.0250227229128805
4000,0,3,1000,0,0.00106162285445626,0.00058374894654311,0.00166402424539624
4000,0,3,1000,1,0.0233152642994738,0.0204212124220344,0.0269741642144697
4000,0,3,300,0,0.00090383371229901,0.000475170819066106,0.00150538033132293
4000,0,3,300,1,0.0230481629231668,0.0200774830170556,0.0264637557143894
4000,0,5,1000,0,0.000902829587684613,0.00048837631315446,0.0013657359873097
4000,0,5,1000,1,0.0251335151062024,0.0216916831525474,0.0290902386508562
4000,0,5,300,0,0.000970330479524427,0.000492343157682239,0.00152408848000385
4000,0,5,300,1,0.0234594768515431,0.0205049135765543,0.02716756808073
4000,10,1,1000,0,0.00106549379449212,0.000475679706170163,0.00189671416399629
4000,10,1,1000,1,0.0146589803258474,0.0122240422108974,0.0174899279681337
4000,10,1,300,0,0.00076755888478855,0.00029427716699937,0.00132610409320959
4000,10,1,300,1,0.0126498926205256,0.0101264983693841,0.0148373416445625
4000,10,2,1000,0,0.000994770758553894,0.000432639761550012,0.00174697489966009
4000,10,2,1000,1,0.0156875292178619,0.012914863921383,0.0184625179512052
4000,10,2,300,0,0.000982630364174053,0.00048859903049332,0.00144472780952715
4000,10,2,300,1,0.0138456411577754,0.0110761590651436,0.016600308931506
4000,10,3,1000,0,0.00132514521166355,0.000671226459225624,0.00211531219246932
4000,10,3,1000,1,0.01623945069189,0.01409839373135,0.0191587671269759
4000,10,3,300,0,0.00157253943332002,0.000817193372744538,0.00256127464593207
4000,10,3,300,1,0.0162188357234015,0.0137266021884844,0.0191644401087752
4000,10,5,1000,0,0.000930127422288727,0.000436999694404008,0.00144973348286938
4000,10,5,1000,1,0.0212711490231817,0.0182067358470253,0.0246564078998935
